exam,knowledge
下列关于空气的说法正确的是（　　）A．空气中的氮气约占空气总体积的21%B．空气中的氧气含量越高，空气的质量就越高C．200多年前拉瓦锡通过实验发现空气由氮气、氧气和氦、氖等稀有气体组成D．空气是一种宝贵的自然资源，要保护空气，防止空气污染,72;73;74
有下列物质：①氧气；②氮气；③五氧化二磷；④二氧化硫；⑤二氧化碳；⑥食盐水；⑦氖气。请用这些物质的数字序号填空。（1）空气中含量最多的气体是　②　。（2）属于稀有气体的是　⑦　。（3）属于有刺激性气味的有毒气体的是　④　。（4）属于混合物的是　⑥　。,72;305;193
下列关于空气及其成分的说法正确的是（　　）A．氮气约占空气质量的78%B．液氧可用作燃料C．氮气可以作食品保护气D．可以用铁丝测量空气中氧气的含量,72;73;91
下列关于空气的说法中错误的是（　　）A．空气中敞口放置的饼干变软是因为空气中含有水蒸气B．空气中的氮气常用作保护气C．新鲜空气中不含二氧化碳D．空气中的氧气的主要来自植物的光合作用,72;91;88
空气中体积约占21%的是　氧气　，地壳中含量最多的金属元素是　铝　．,72;328;330
空气是我们赖以生存的重要资源。（1）下列属于稀有气体用途的是　②③　（填序号）。①进行医疗急救②用于飞艇③制成多种用途的电光源（2）空气可以用于制氮肥，说明空气中有　氮气　。（3）通过实验探究，我们得知人体呼出的气体与吸入的空气相比　AD　（填字母）。A.水蒸气含量高B.组成完全相同C.二氧化碳含量较低D.氧气含量较低,72;91;67
用化学的视角看生活中的现象：（1）按图进行实验，观察到a处首先碳化变黑，证明　外焰　温度最高。（2）澄清石灰水长期露置于空气中会变浑浊，说明空气中含有　二氧化碳　。（3）冬季戴口罩时，眼镜片上容易出现水雾，说明呼出气体中　水蒸气　的含量比空气高。,72;66;67
空气是一种宝贵的自然资源，因此我们要保护空气，防治空气污染，请回答下列问题。（1）稀有气体可制成电光源是利用其　物理　（填“物理”或“化学”）性质。（2）利用膜分离技术，在一定压力下让空气通过具有富集氧气功能的薄膜，能得到含氧量较高的富氧空气，该过程发生　物理　（填“化学”或“物理”）变化。（3）下列物质中属于空气污染物的有　BC　（填字母）。A．二氧化碳B．可吸入颗粒物C．一氧化碳D．稀有气体,75;91;192
人类每时每刻都离不开空气，没有空气就没有生命。①在食品袋中填充气体，可防止食品变质，你认为填充的气体是　氮气　，说出你的理由　氮气的化学性质不活泼、无毒　。②被污染的空气会严重损害人体健康，破坏生态平衡。计入空气污染指数的项目暂定为　二氧化硫　、一氧化碳、二氧化氮、可吸入颗粒物和臭氧等。③已知空气的密度为29g/L，一般情况下，正常人每分钟吸入50L的空气，请计算：正常人每分钟吸入空气的质量是　5　g。,75;91;72
空气和我们关系非常密切。（1）市场上销售的香肠、榨菜、豆腐干等食品，常采用真空包装，目的是除去空气，使大多数微生物因缺少　氧气　而受到抑制，停止繁殖，同时防止食品发生　缓慢　（填“剧烈”或“缓慢”）氧化而变质。（2）茶叶、肉松、膨化食品等常采用真空充气包装，可将空气中的　氮气　充入包装，该气体也是呼出气体中含量最多的气体。（3）雾霾会导致呼吸病人增多，因为雾霾可使空气中增加大量的　D　（填字母）。A．二氧化氮B．二氧化硫C．二氧化碳D．可吸入颗粒物,75;91;67
空气是一种重要的资源。下列有关空气成分的说法错误的是（　　）A．氮气充入食品包装袋中可延长食品保质期B．二氧化碳是一种空气污染物C．稀有气体可用于制造电光源D．空气中敞口放置的饼干变软是因为空气中含有水蒸气,75;91;72
下列关于空气的说法正确的是（　　）A．氮气可用于填充食品包装防腐，是因为常温下氮气的化学性质稳定B．目前计入空气污染指数的污染气体包括SOCONO2等C．氧气可用于气焊，因为氧气具有可燃性D．氮气和氧气分别约占空气总质量的78%和21%,75;91;72
霾，主要指原因不明的因大量烟、尘等微粒悬浮而形成的浑浊现象．PM10是指空气中直径等于和小于10微米的颗粒物，根据目前的认识，机动车尾气排放、煤炭燃烧和工业生产的燃烧过程中排放的二氧化硫和氮氧化物等都是PM5的主要来源，它会对人体的呼吸系统，神经系统等产生负面影响．（1）图甲是不同的雾霾颗粒物进入人体的不同部位的示意图，PM10大部分能被阻挡在肺外；PM1颗粒进入血液后，吞噬细胞会对部分颗粒进行吞噬，这些保护性生理功能属于　非特异性　（选填“特异性”或“非特异性”）免疫．（2）“三效催化转换器”能将汽车尾气中的有毒气体转为无毒气体，图乙为其反应的微观示意图，下列说法正确的是　AC　（选填序号）．A、该反应中原子发生重新组合B、该反应属于复分解反应C、该反应能将引起雾霾的NO2和CO气体转化为N2和CO,75;318;208
生活中处处有化学，空气是一种宝贵的自然资源，人类生存离不开空气。（1）空气中稀有气体的体积分数大约为　94%　，稀有气体可用于霓虹灯，是利用它的　物理　（“物理”或“化学”）性质。污染空气的主要污染物为　有害气体　和　烟尘或可吸入颗粒物　。以下试题请用化学符号填空。（2）化学在解决酸雨等环境问题中正发挥重要作用，形成酸雨主要是人工排放的　二氧化硫　和　二氧化氮　等气体造成的。（3）澄清石灰水久置变浑浊是因为空气中有　二氧化碳　。（4）空气中能用于填充飞艇的是　氦气　。,75;169;72
根据所学化学知识，回答下列问题：（1）固体药品通常保存在　广口瓶　里（填仪器名称）；（2）用托盘天平称量6g氯化钠时，向左盘中加入氯化钠后，发现指针向右偏转，应进行的操作是　向左盘添加氯化钠，直到天平平衡　；（3）污染空气的三种主要有害气体是　二氧化硫　、　一氧化碳　、　二氧化氮　。,75;34;39
从“化学的视角”认识身边的物质——空气。（1）空气中含量最多的气体是　氮气或N2　。（2）饼干在空气中放置会变软，是因为空气中含有　水或H2O　。（3）澄清石灰水放置在空气中较长时间变浑浊，是因为空气中含有　二氧化碳或CO2　。（4）如图所示是某市近三年除夕夜和正月初五的PM5峰值浓度，从图中可知，从2018年到2020年空气质量的变化趋势是　变好　（填“变差”或“变好”），你认为达到这一效果采取的有效措施之一是　减少烟花爆竹的燃放　。（5）有下列物质：①海水、②液氧、③食醋、④铁、⑤加碘食盐、⑥五氧化二磷、⑦苹果汁饮料。其中属于纯净物的是　②④⑥　；属于混合物的是　①③⑤⑦　。,75;305;72
（写化学式）空气中的有害气体指　CO　、　NO2　、　SO2　；形成酸雨的是　SO2　和　NO2　，造成温室效应的是　CO2　。,75;99;340
利用如图所示的装置可测定空气中氧气的体积含量。（1）生石灰与水反应会放出大量热。白磷的着火点为40℃，耐热注射器内的白磷与红磷元素组成相同，向烧杯内加入适量水后，可观察到白磷燃烧，用物质的化学式表示的该反应表达式为　P+O2P2O5　。（2）若实验非常成功，从白磷燃烧到实验结束恢复到室温，整个过程中活塞的移动情况是　先向右移动，后向左移动，且最终停在4刻度处　。（3）若用该装置测定的空气中氧气体积含量比实际值偏小，其原因可能是　白磷少量（合理即可）　（写出一点即可）。（4）工业上需要大量的氧气，一般采用　分离液态空气　的方法获得。,73;82;215
规范的实验操作是实验成功的前提，请回答：（1）给盛液体的烧杯加热时，应放在　石棉网　上，使受热均匀。（2）用容积为15mL的试管盛液体加热时，最多可盛液体　5　mL。（3）做测定空气中氧气含量的实验时，在检查完装置的气密性后，在药匙里加入过量的红磷，红磷点燃后把燃烧匙　迅速　伸入集气瓶中，并把塞子塞紧，等集气瓶　冷却　到室温时，打开弹簧夹。,73;32;42
如表是NaCl、KNO3在不同温度时的溶解度，据此数据，判断下列说法错误的是（　　）温度/℃102030405060溶解度/gNaCl3KNO5110A．KNO3和NaCl的溶解度曲线在20℃﹣30℃温度范围内会相交B．在60℃时，KNO3的饱和溶液105g加入95g水后，溶液中溶质的质量分数为5%C．在20℃时，NaCl和KNO3固体各35g分别加入两只各盛有100g水的烧杯中，均不能形成饱和溶液D．从含有少量NaCl的KNO3饱和溶液中得到较多的KNO3晶体，通常可采用冷却热饱和溶液的方法,48;121;130
下表是NaCl、KNO3在不同温度时的溶解度，下列说法不正确的是：温度/℃102030405060溶解度/gNaCl3KNO5110A．KNO3和NaCl的溶解度曲线在20℃～30℃温度范围内相交B．在60℃时，KNO3的饱和溶液105g加入95g水后，溶液中溶质的质量分数为5%C．在20℃时，NaCl和KNO3固体各35g分别加入两只各盛有100g水的烧杯中，均不能形成饱和溶液D．从含有少量NaCl的KNO3饱和溶液中得到较多的KNO3晶体，通常可采用冷却热饱和溶液的方法,48;121;130
已知氯化钠、碳酸钠在不同温度时的溶解度如表．下列说法正确的是（　　）温度/℃010203040溶解度/g氯化钠537碳酸钠550A．NaCl的溶解度大于Na2CO3的溶解度B．NaCl和Na2CO3都是易溶物质C．20℃时，100gNaCl饱和溶液中含NaCl36gD．若NaCl中混有少量Na2CO3，可用降温结晶的方法提纯,48;124;129
图表资料可以为我们提供很多信息．下面是某学生对图表资料的使用，其中正确的是（　　）A．根据某元素的原子结构示意图判断该元素原子核中有几个中子B．根据密度数据判断液体物质挥发性的大小C．根据“各种物质在不同温度时的溶解度表”，设计通过蒸发、结晶把混合溶液中某些溶质分离出来的方法D．根据“相对原子质量表”判断每种元素原子中的质子数、中子数和核外电子数,48;323;346
根据表中的数据，回答下列问题。温度/℃020406080100溶解度/g氯化钠8硝酸钾9110169246（1）40℃时，氯化钠的溶解度是　6g　。（2）20℃时，称取6g硝酸钾固体加入盛有100g水的烧杯中，充分溶解形成的溶液是　饱和　（填“饱和”或“不饱和”）溶液。（3）当硝酸钾中混有少量氯化钠时，提纯硝酸钾所采用的方法是　降温结晶　。,48;121;124
根据不同温度下氯化钠和硝酸钾的溶解度，回答问题：温度/℃01020304050溶解度/gNaCl0KNO5（1）40℃时，硝酸钾的溶解度为　9g　。（2）硝酸钾中混有少量氯化钠时，提纯硝酸钾的方法是　降温　（填“降温”或“蒸发”）结晶。（3）T℃时NaCl和KNO3具有相同的溶解度mg，则T和m的取值范围是　D　（填序号）。A．10＜T＜20，9＜m＜6B．20＜T＜30，6＜m＜8C．10＜T＜20，8＜m＜0D．20＜T＜30，0＜m＜3（4）烧杯①和④中分别盛有50℃时50g的热水，按下列图示操作：则最终烧杯⑤中析出的固体质量为　4　g。,48;124;128
如表是甲和乙在不同温度时水中的溶解度，根据此表判断下列说法不正确的是（　　）温度/℃1020304050溶解度/g甲3033353841乙2131456588A．20℃时，100gH2O最多能溶解33g甲B．40℃时，将65g乙加入100g水中充分溶解所得溶液的质量等于165gC．乙的溶解度受温度影响的程度比甲的大D．采用降温结晶析出的晶体乙大于甲,48;124;128
如表是NaCl、KNO3在不同温度时的溶解度：温度/℃102030405060溶解度/gNaCl3KNO5110据此数据，判断下列说法错误的是（　　）A．KNO3和NaCl的溶解度相等的温度范围在20℃～30℃B．在20℃时，NaCl和KNO3固体各34g分别加入两只各盛有100g水的烧杯中，均不能形成饱和溶液C．在60℃时，KNO3的饱和溶液105g中含有溶质的质量为55gD．从含有少量NaCl的KNO3饱和溶液中得到较多的KNO3晶体，通常可采用冷却热饱和溶液的方法,48;121;124
《天工开物•作成》详细记载了火井制盐过程：“西川有火井……，但以长竹剖开去节，合缝漆布，一头插入井底，其上曲接，以口紧对釜脐，注卤水釜中，只见火意烘烘，水即滚沸”。（如图）回答下列问题：（1）“火井制盐”燃烧的是天然气，其中天然气属于　不可再生　（选填“可再生”或“不可再生”）能源。（2）“釜中卤水滚沸”是由于天然气燃烧时其　化学　能转化为内能的缘故。（3）上述制盐的原理是卤水通过　蒸发结晶　（选填“蒸发结晶”或“降温结晶”）得到粗盐。,48;194;242
下表是NaCl、KNO3在不同温度时的溶解度：温度/℃102030405060溶解度/gNaCl3KNO5110据此数据，判断下列说法错误的是（　　）A．KNO3和NaCl的溶解度曲线在20℃～30℃温度范围内相交B．在60℃时，KNO3的饱和溶液210g加入10g水后，溶液中溶质的质量分数为50%C．在20℃时，NaCl和KNO3固体各35g分别加入两只各盛有100g水的烧杯中，均不能形成饱和溶液D．从含有少量NaCl的KNO3饱和溶液中得到较多的KNO3晶体，通常可采用冷却热饱和溶液的方法,48;121;130
某化学小组从理论上初步探究“已知质量比的硝酸钾和氯化钠的混合物中提纯硝酸钾”．【分析提纯方法】表一：常温下（20℃）溶解度和溶解性的关系溶解度SS≥10g1g≤S＜10g01g≤S＜1gS＜01g溶解性易溶可溶微溶难溶表二：硝酸钾和氯化钠在不同温度时的溶解度温度/℃020406080100溶解度/gKNO9110169246NaCl8（1）常温下，KNO3和NaCl的溶解性均为　易溶　．（2）溶解度受温度影响较大的物质是　硝酸钾　．（3）根据表中数据分析，硝酸钾与氯化钠溶解度相等的温度范围是　20　℃＜t＜　30　℃．【设计提纯步骤】（1）选取样品（95gKNO3和5gNaCl的混合物）（2）80℃时，向样品中加入约2mL的水（水的密度约为1g•mL﹣1），此时溶液是KNO3的　饱和　溶液（填“饱和”或“不饱和”）．（不考虑不同溶质对溶解度的相互影响）（3）降温至20℃（4）得到晶体并烘干称量【设计提纯方案】为了证明（4）中得到的晶体为纯净的KNO3，该小组同学结合已有知识，从理论上初步设计了以下方案；（不考虑不同溶质对溶解度的相互影响及实验过程中水中各固体的损失等影响因素）方案一：通过化学实验进行检验，取少量（4）中得到的晶体于试管中，加水配成溶液，滴加　硝酸银　溶液，观察实验现象．方案二：计算析出KNO3晶体的质量约为　2　g（精确到1g），与（4）中得到晶体的质量进行比较．,48;125;129
回答下列实验问题．（1）加热固体时发现试管炸裂，造成试管炸裂的可能原因是　加热时试管口没有略向下倾斜　；（2）做铁丝在氧气中燃烧时，在铁丝下端系一根火柴，点燃火柴，待　火柴快燃尽　时，插入充满氧气的集气瓶中，观察现象；（3）蒸发食盐水时，当蒸发皿中出现　较多量的固体　时，停止加热，利用蒸发皿的余热使滤液蒸干．,41;49;79
看图写出下列实验操作可能引起的不良后果：①后果：　打碎试管底　②后果：　试管炸裂　③后果：　标签被腐蚀　④后果：　试剂被稀释　,41;39;40
规范实验操作是实验安全的基础，下列操作正确的是（　　）A．无毒害的固体药品可以直接用手接触B．胶头滴管滴加液体时，下端紧贴试管内壁C．加热固体药品时，试管口要略向下倾斜D．试管、烧杯等仪器可在酒精灯上直接加热,41;32;40
下列是实验室给某固体样品加热过程，其中操作正确的步骤是（　　）A．取样B．加药C．加热D．熄灭,41;35;39
实验操作中的先后顺序对实验的成败很关键，请写出下列实验操作先后的理由：（1）加热碱式碳酸铜检验气体产物，结束时先将导管从石灰水中移出，再熄灭酒精灯理由是　防止水倒流炸裂试管　；（2）制取氧气时，先加热盛高锰酸钾的试管，等到气泡均匀冒出时，后将导管伸入倒置于水槽中的集气瓶口，理由是　开始出来的气体是空气，防止收集氧气不纯　；（3）一氧化碳与氧化铁反应结束时，应先停止加热，还要继续通入一氧化碳，直到试管冷却，后停止加热，理由是　防止铁重新被氧化　．,41;87;145
化学实验操作中常常有许多“先后”之分，否则就会出现事故或者使实验失败，下列实验操作的先后顺序不正确的是（　　）A．实验室制取氧气时，先检查装置的气密性，后装入药品B．给试管内的固体加热时，先预热试管，后对准固体的部位集中加热C．点燃氢气，先检验氢气的纯度，再点燃D．用排水法收集氧气时，先熄灭酒精灯，后移出导气管,41;87;609
下列图示中的“错误操作”与“可能导致的后果”不一致的是（　　）A．试管炸裂B．量取液体的实际体积偏大C．沾污滴管污染试剂D．引起中毒,41;33;40
化学实验基本操作在化学学习中具有重要作用，错误操作会产生不良后果。分析下列操作可能造成的后果：（1）加热固体药品时，试管口向上倾斜，后果：　冷凝水倒流，导致试管骤冷炸裂　。（2）倾倒液体时，标签没有向手心，后果：　腐蚀标签　。（3）实验室用剩的药品放回原瓶，后果：　污染试剂　。,41;39;40
下列同学的做法中，值得肯定的是（　　）A．小茗同学乐于助人，用酒精灯帮阳阳同学引燃酒精灯B．进入实验室后，阳阳看到了NaCl，于是尝了一小口C．阿志今年十四岁了，看了《最好的我们》，于是偷偷去化学实验室把钠拿出来了D．木木给试管内的固体加热，试管口略向下倾斜,41;35;39
将体现下列实验操作目的正确选项，填在对应的横线上．A．防止药品污染B．防止火灾发生C．防止试管破裂D．防止液体溅出（1）加热试管时要先均匀加热后再集中加热　C　；（2）滴管使用后应及时清洗并放在试管架上　A　；（3）禁止向燃着的酒精灯内添加酒精　B　；（4）向试管中倾倒液体时，瓶口要紧挨试管口　D　．,41;35;40
化学试样操作的“先”与“后”，对化学实验结构，师生安全等具有十分重要的意义，我们在进行化学实验时，若遇到下列情况，应如何操作①给试管中的药品加热，必须先　预热　，然后对着有药品所在部位加热；②给试管内的液体加热时，要先用　试管夹　夹持试管，然后再放在火焰上加热．③用过氧化氢溶液和二氧化锰制取氧气的实验，连接好仪器后，要先　检查装置气密性　，然后向锥形瓶中装入药品．,41;42;87
下列实验操作正确的是（　　）A．加热碱式碳酸铜并检验气体生成物实验结束之后，先熄灭酒精灯再撤离导管B．实验后剩余的药品应放回原试剂瓶，避免浪费C．用胶头滴管滴加液体时，为了防止液体洒出，将滴管紧靠容器口D．不小心碰倒酒精灯，洒出的酒精在桌上燃烧起来，应立即用湿抹布扑灭,41;35;604
下列图示操作正确的是（　　）A．取固体药品B．滴加液体C．加热固体D．用滴管取液体,41;39;40
请指出下列操作可能造成的不良后果．（1）试管外壁有水时，不擦干直接加热　炸裂试管　；（2）胶头滴管取用试剂后将其倒置　腐蚀胶头滴管的橡胶　；（3）倾倒液体药品时，试剂瓶标签没有向着手心　试剂瓶上的标签可能被腐蚀　；（4）过滤时漏斗下端未紧贴烧杯内壁　液体飞溅　．,41;47;40
下面操作正确的是（　　）A．B．C．D．,41;35;40
具备基本的化学实验技能是完成化学实验的基础和保证。请回答下列问题：（1）固体药品通常盛放在　广口瓶　里。吸取和滴加少量液体的仪器名称是　胶头滴管　。（2）用酒精灯加热试管里的液体时，液体不应超过试管容积的　　。（3）用量筒量取8mL水时，若仰视读数，则实际量取液体的体积　大于　（填“大于”、“小于”或“等于”）8mL。,42;33;40
如图是实验课上某同学练习药品的取用和给物质加热的操作图，请回答下列问题。（1）步骤一中向试管中加入药品使用了药匙，　可以　（填“可以”或“不可以”）使用纸槽。（2）进行步骤二时应该注意的问题有　标签向着手心或容器口紧挨（答案合理即可）　（任写一点）。（3）指出步骤三中的两处错误操作　液体体积超过试管容积的　、　用酒精灯焰心加热　。,42;39;40
下列“错误实验操作”与对应的“可能产生的后果”不一致的是（　　）A．污染试剂B．酒精溅出C．液体喷出D．引发火灾,42;35;604
某市中考化学实验操作考试中小悦同学抽签后被监考老师引导至准备了图1仪器的实验台前。请根据图1仪器，回答有关问题：（1）用于吸取和滴加少量液体的是　胶头滴管　（写出仪器名称）；加热时需要垫上陶土网的仪器是　烧杯　。（2）量取5mL液体并对其加热，一般应选择的仪器是E、　B　、　D　、　F　（填序号）和A。（3）洗涤试管应使用　H　（填序号）。（4）给试管里液体加热，试管里的液体体积不超过试管容积的　三分之一　。,42;33;605
化学是一门以实验为基础的科学，化学实验室中有很多的仪器，如图所示是我们在实验室中常用的一些仪器，请完成下列各题：（1）量取一定体积的液体需要用　③⑤　；（填序号）（2）用量筒量取溶液，平视量筒内液体的凹液面最低处，读数为20mL；倒出部分液体后，俯视凹液面的最低处，读数为10mL。则该学生实际倒出的溶液体积　＞　10mL（填“＞”，“＜”或“＝”）。（3）下列操作或做法正确的是　②⑤⑥⑦　；（填序号）①将实验室的仪器和药品带回家做小实验②使用扇闻法闻药品的味道③用滴管滴加液体完毕，将其横放的实验桌上④向燃着的酒精灯里添加酒精⑤倾倒法取用液体药品时，细口瓶瓶塞倒放在桌子上，标签向手心⑥万一洒出的酒精在桌子上燃烧起来，立即用湿抹布扑灭⑦给液体药品加热时，试管内液体不应该超过试管容积的三分之一,42;33;35
下列实验基本操作中正确的是（　　）A．加热试管中的溶液时，拇指一直按在试管夹的短柄处B．给液体加热时，直接集中在试管底部加热C．为了操作方便，对于没有毒和腐蚀性的药品，可以用手直接拿D．烧杯不可以直接用酒精灯加热，要垫上陶土网,42;32;35
要准确量取45mL的液体需要用到的仪器是　②④　，给试管里的液体加热时需用的仪器是　①③　，可直接加热的仪器是　⑤⑦　。（填序号）①试管夹②滴管③酒精灯④量筒⑤蒸发皿⑥锥形瓶⑦燃烧匙,42;32;33
根据所学内容填空。（1）在下列横线上填写合适的仪器名称：①可以直接在酒精灯火焰上加热的玻璃仪器是　试管　。②镁条燃烧时，用来夹持镁条的仪器　坩埚钳　。③取用粉末状固体药品用到的仪器　药匙　。④用排水法收集气体时，需要用　水槽和集气瓶　。⑤量取30mL液体所用仪器　量筒和胶头滴管　。（2）某同学在实验时有以下操作，请分析导致的不良后果：①向竖直的玻璃仪器中加入金属颗粒　会打破玻璃仪器底部　。②加热液体时，试管内液体体积超过容积三分之一　液体会因沸腾而喷出伤人　。③倾倒液体时，细口瓶贴标签的一面向下　残留液流下会腐蚀标签　。④实验结束后，剩余的试剂应放回原试剂瓶　会污染原试剂　。⑤打开试剂瓶把鼻子凑近瓶口轻轻地吸气　可能会导致中毒　。,42;605;40
下列图示中的“错误实验操作”与对应的“可能产生的后果”不一致的是（　　）A．试管炸裂B．污染试剂C．腐蚀胶头D．读数偏大,42;33;604
规范的实验操作是实验成功的前提。请回答：（1）洒出的酒精在实验台上燃烧，可采用的处理方法是　用湿抹布盖灭　。（2）给试管中的液体加热，应先进行　预热　，试管中液体的体积最好不要超过试管容积的　　。（3）量取20mL液体时，如果仰视量筒刻度读数（其他操作无误），则所量取液体的体积　＞　（填“＞”“＜”或“＝”）20mL。,42;33;35
请将体现下列实验操作目的正确选项，填在对应的横线上．A．防止实验误差B．防止液体溅出C．防止药品污染D．防止试管破裂（1）加热试管时，先均匀加热，后集中加热．　D　（2）滴管使用后，及时清洗并放在试管架上．　C　（3）过滤时，混合液沿玻璃棒慢慢倒入漏斗中．　B　．,42;47;40
规范的实验操作是实验成功的前提。请回答：（1）熄灭酒精灯的正确方法是　用灯帽盖灭　，若实验时洒出的酒精在实验台上燃烧，应立即　用湿抹布盖灭　。（2）给试管中的液体加热时，试管中液体的体积最好不要超过试管容积的　　。（3）用量筒量取液体时，如果俯视量筒刻度（其他操作无误），则所量取液体的体积　＞　（填“＞”、“＜”或“＝”）它的实际体积。,42;33;35
下列操作或做法不正确的是（　　）A．B．C．D．,42;39;40
规范操作是科学实验的基本要求，如图所示的实验操作中正确的是（　　）A．滴加液体B．液体加热C．闻气味D．液体读数,42;33;40
下列图示实验操作中，错误的是（　　）A．处理废弃药品B．倾倒液体C．液体加热D．取用固体粉末,42;39;40
同学们在实验室发现一瓶失去标签的溶液（如图），试剂瓶的未盖瓶盖且标破损，于是决定对这瓶溶液进行探究，过程如下：【提出问题】这瓶溶液是什么溶液？【查阅资料】资料一：实验室中含有钠元素的物质有NaCl、NaOH、Na2CO3。资料二：碱性的Na2CO3溶液与中性的CaCl2溶液能发生复分解反应。【提出猜想】这瓶溶液标签写的是，猜想一：NaCl；猜想二：Na2CO3；猜想三：　Na2CO3　。【实验验证】为了验证上述猜想是否正确，同学们做了如下的实验探究活动。实验一：验证猜想一和猜想二序号实验操作实验现象结论和解释（1）取少量试剂瓶内的溶液于试管中，滴加2﹣3滴酚酞溶液。无色酚酞溶液变红。该溶液不可能是　NaCl　；理由是　只有NaCl溶液不能使酚酞变红　。（2）另取少量该溶液于试管中，向其中加入足量的稀盐酸。　有气泡产生　；溶液中一定含有的溶质是Na2CO3，有关的化学反应方程式为　Na2CO3+2HCl＝2NaCl+CO2↑+H2O　。由此同学们得出结论：该溶液是Na2CO3溶液，你认为结论是否正确？理由是　不正确，因NaOH溶液变质也会产生Na2CO3　。实验二：验证猜想三序号实验操作实验现象结论和解释（3）取少量试剂瓶内的溶液于试管中，先加入　足量的氯化钙溶液　再加入酚酞试剂产生白色沉淀最终溶液显　红　色该溶液是NaOH溶液。,14;163;174
下图是实验室一瓶标签破损的无色透明液体，小意同学对该液体进行了如下的实验探究：（1）若用玻璃棒蘸取少量液体滴在一张白纸上，发现白纸变黑，则该瓶液体是　浓硫酸（或浓H2SO4）　．（2）某同学不慎将上述液体沾到衣服上，应立即　用大量的水冲洗　，然后涂上3%～5%的碳酸氢钠溶液．（3）将上述液体小心滴2滴到盛有氯化钡溶液的试管中，有　有白色沉淀生成，并有热量放出　现象，反应的化学方程式为　H2SO4+BaCl2＝BaSO4↓+2HCl　．,14;44;215
实验室有一瓶标签破损的试剂，该试剂的溶质为碳酸钾、硫酸钾、氯化钾中的一种，如图所示。则该试剂（　　）A．pH一定等于7B．一定能使紫色石蕊变蓝C．可用稀盐酸鉴别D．可用氯化钡溶液鉴别,14;166;174
某兴趣小组在实验室里探究常见酸、碱、盐的性质时，发现实验台上摆放的药品中，有一瓶未盖瓶塞且标签破损的溶液（如图所示），他们决定对这瓶溶液的成分进行探究。【提出问题】这瓶溶液的溶质是什么？【已知信息及查阅资料】（1）老师告诉，初中阶段酸、碱、盐的性质实验中常用到含钠元素的物质有氯化钠、硫酸钠、硝酸钠、氢氧化钠、碳酸钠、碳酸氢钠。（2）碳酸氢钠溶液与氯化钙溶液不反应：氯化钙溶液呈中性。（3）氯化钠溶液、硫酸钠溶液以及硝酸钠溶液均显中性，氢氧化钠溶液、碳酸钠溶液以及碳酸氢钠溶液都显碱性。小组同学首先测定了溶液的pH，进而排除了溶质是氯化钠、硫酸钠和硝酸钠的可能，他们的根据是　溶液的pH大于7　。【提出猜想】猜想一：氢氧化钠猜想二：碳酸钠猜想三：碳酸氢钠【设计并进行实验】①小军取少量溶液于试管中，向其中滴加过量的　稀盐酸　，发现有气泡产生，于是他认为猜想一是错误的。②小军另取少量溶液样品于试管中，向其中加入过量的氯化钙溶液，观察的现象是　产生白色沉淀　，进而推测出猜想二正确。该反应的化学方程式为　Na2CO3+CaCl2═CaCO3↓+2NaCl　。③小刚认为该溶液的溶质不一定是只有碳酸钠，也可能是原溶液为氢氧化钠，在空气中发生了变质。氢氧化钠变质的化学方程式为　2NaOH+CO2═Na2CO3+H2O　。④小组认真讨论了方案以后，将小军实验后的混合物过滤，然后向滤液中加入了几滴酚酞溶液，根据现象断定溶液中确实还存在氢氧化钠。观察到的现象是　溶液变红色　。【实验结论】这瓶溶液的原溶质是氢氧化钠，瓶内溶液已经　部分变质　（选填“完全变质”或“部分变质”）。,14;163;174
一次趣味化学活动中，王老师向同学们展示了一瓶标签受损的溶液，如图所示，同学们对其成分展开了探究。【提出猜想】王老师提示：这瓶溶液是下列四种溶液中的一种：①K2SO4溶液；②CuSO4溶液；③H2SO4溶液；④（NH4）2SO4溶液。【查阅资料】K2SO4溶液显中性，CuSO4溶液、（NH4）2SO4溶液显酸性【实验探究】（1）小吉同学观察到该瓶溶液是无色的，因此它不可能是　硫酸铜　溶液；（2）为确定其他猜想是否正确，小吉同学继续进行探究：实验操作实验现象实验结论用玻璃棒蘸取少量该溶液，滴在pH试纸上，并跟标准比色卡对照溶液pH　＜　7（填“＞”“＜”或“＝”）猜想③成立小林同学认为通过上述实验，得出猜想③成立的结论不严谨，理由是　（NH4）2SO4溶液也呈酸性　。（3）请你设计实验方案，进一步确定该溶液的成分并完成实验报告：实验操作实验现象实验结论①取少量该溶液于试管中，滴加适量　NaOH　溶液并加热②将湿润的红色石蕊试纸放在试管口①产生有刺激性气味的气体②　湿润的红色石蕊试纸变蓝　。猜想④成立【反思评价】（4）为避免在今后的实验中出现标签残缺的情况，在倾倒液体时应注意　标签朝向手心　。,14;166;174
实验室发现一瓶脱落标签的黑色固体试剂，取少量的该固体进行了下列实验．实验步骤实验现象检测该固体的水溶性固体不溶解检测盐酸中加入固体前后溶液的pH固体溶解，无气体放出，溶液pH增大固体灼烧状态下，通入纯净CO固体质量减轻，尾气中只检测到CO与CO2根据实验现象分析，该固体最可能是（　　）A．铁粉B．木炭C．氧化铁D．氧化铜,14;101;161
